aa aa	7	1	27
yellow	2	14	27
AbCdJkLm	6	1	27
z	3	15	10
black	4	19	3
AbCdEfGhkJkLmN	2	1	2
weiß	7	1	16
10-10-10	10	13	31
AbCdEfGhkJkLmN	10	10	25
black	2	15	3
weiß	2	17	22
--18--	5	9	1
AbCdEfGhkJkLmN	6	11	21
AbCdJkLm	2	8	8
AbCdJkLm	9	11	15
bcde	9	23	30
yellow	4	3	11
AbCdEfGhkJkLmN	2	24	16
seventeen	2	19	23
red	2	9	12
--18--	3	13	20
weiß	2	1	16
yellow	7	4	13
aa aa	11	16	7
red	10	1	20
AbCdJkLm	11	9	4
aa aa	11	6	9
10-10-10	6	22	19
z	11	10	35
--18--	3	1	6
999	1	6	7
10-10-10	3	12	26
yellow	2	12	21
ABC_DEF	5	7	20
10-10-10	7	16	1
AbCdJkLm	4	5	9
--18--	11	17	8
yellow	5	4	15
z	1	3	19
--18--	1	1	6
AbCdJkLm	7	12	38
weiß	3	1	22
20-20-20	9	12	6
20-20-20	3	5	16
yellow	9	11	11
weiß	3	10	34
weiß	7	6	7
aa aa	6	4	31
black	3	2	12
--18--	1	4	4
999	7	8	1
seventeen	1	3	29
red	11	1	5
AbCdJkLm	5	1	26
bcde	3	21	30
seventeen	6	6	13
10-10-10	4	2	16
--18--	6	10	20
10-10-10	1	3	20
AbCdJkLm	7	3	6
aa aa	2	2	15
aa aa	1	19	5
weiß	2	8	17
10-10-10	3	4	32
red	1	8	16
black	8	6	36
999	11	10	38
15_15	3	8	1
AbCdJkLm	4	9	27
yellow	6	5	28
--18--	6	17	20
black	1	21	1
yellow	10	22	26
z	1	4	14
weiß	5	14	11
20-20-20	5	7	20
--18--	5	7	20
AbCdJkLm	1	3	15
black	1	2	17
--18--	2	5	19
aa aa	6	5	10
red	3	5	8
20-20-20	2	5	9
AbCdEfGhkJkLmN	7	3	4
10-10-10	6	2	13
AbCdEfGhkJkLmN	14	10	8
z	4	4	35
z	4	14	21
--18--	4	13	8
AbCdEfGhkJkLmN	3	3	5
--18--	2	1	13
yellow	9	18	10
--18--	4	11	15
AbCdEfGhkJkLmN	3	11	5
AbCdEfGhkJkLmN	4	22	18
999	7	8	10
yellow	3	22	20
red	9	6	7
black	1	5	15
z	8	6	24
yellow	1	1	24
aa aa	9	1	7
weiß	5	11	12
日本語	4	2	31
yellow	2	1	3
seventeen	5	10	16
aa aa	1	8	15
AbCdEfGhkJkLmN	8	14	26
seventeen	1	2	3
aa aa	1	2	4
AbCdEfGhkJkLmN	1	10	36
AbCdEfGhkJkLmN	5	5	5
z	4	4	6
AbCdJkLm	2	3	35
AbCdEfGhkJkLmN	7	3	23
black	2	11	24
--18--	6	6	18
z	4	3	17
yellow	5	7	2
väri vihreä	6	7	16
999	6	6	19
--18--	9	18	28
yellow	2	10	2
bcde	5	8	5
bcde	12	2	27
aa aa	2	13	5
grün	3	1	1
yellow	2	11	29
seventeen	3	7	1
AbCdEfGhkJkLmN	3	10	4
20-20-20	6	14	2
10-10-10	3	6	7
AbCdEfGhkJkLmN	5	18	17
black	5	4	22
aa aa	7	13	4
seventeen	1	11	5
väri vihreä	4	1	20
weiß	2	1	29
aa aa	2	7	2
weiß	2	3	15
z	2	4	9
weiß	12	6	8
AbCdEfGhkJkLmN	3	2	5
black	2	5	29
AbCdJkLm	10	11	6
AbCdJkLm	3	7	24
10-10-10	1	4	13
10-10-10	1	12	11
weiß	3	6	21
weiß	4	3	28
seventeen	1	5	32
--18--	7	2	22
--18--	8	16	18
10-10-10	2	8	22
weiß	13	7	10
bcde	4	15	18
aa aa	2	3	12
z	2	3	33
yellow	5	12	20
AbCdEfGhkJkLmN	8	16	7
red	2	20	21
yellow	10	7	10
seventeen	5	7	14
yellow	10	4	5
yellow	8	6	2
10-10-10	4	8	1
black	6	20	4
AbCdJkLm	1	3	5
yellow	1	7	24
red	2	6	37
red	3	4	39
seventeen	7	4	26
10-10-10	2	10	7
AbCdJkLm	8	18	29
weiß	6	1	29
weiß	13	3	27
yellow	9	7	30
AbCdEfGhkJkLmN	7	2	28
AbCdJkLm	10	5	23
yellow	1	18	8
grün	4	6	16
weiß	5	6	21
15_15	3	1	8
aa aa	5	4	28
AbCdEfGhkJkLmN	8	4	3
seventeen	1	13	3
yellow	2	1	32
weiß	2	1	19
weiß	5	4	33
aa aa	4	13	29
weiß	3	1	40
10-10-10	6	13	30
yellow	1	4	1
--18--	7	3	23
red	4	2	10
black	5	3	8
weiß	12	5	15
--18--	1	10	13
aa aa	4	2	24
yellow	4	3	3
z	2	7	1
AbCdJkLm	4	2	26
ABC_DEF	8	10	36
aa aa	8	4	9
20-20-20	6	11	4
AbCdEfGhkJkLmN	1	2	19
väri vihreä	6	14	29
AbCdJkLm	5	3	21
z	3	5	21
seventeen	6	6	21
10-10-10	10	4	11
weiß	5	2	14
yellow	2	1	8
20-20-20	7	1	32
black	6	6	37
weiß	3	8	4
AbCdJkLm	1	4	9
999	12	18	17
grün	2	7	24
10-10-10	1	8	10
grün	1	9	5
AbCdEfGhkJkLmN	2	6	12
aa aa	8	1	18
yellow	2	18	10
AbCdJkLm	9	17	1
z	10	12	32
AbCdJkLm	7	8	9
AbCdJkLm	1	8	34
seventeen	10	10	22
AbCdJkLm	8	2	14
--18--	14	14	33
--18--	3	13	8
999	1	19	12
10-10-10	12	6	26
10-10-10	7	7	12
yellow	6	2	3
yellow	4	4	19
grün	2	8	5
seventeen	1	2	23
seventeen	11	2	3
weiß	13	2	17
seventeen	3	3	1
aa aa	8	3	1
AbCdEfGhkJkLmN	10	14	30
--18--	6	12	10
--18--	3	2	2
black	6	5	9
日本語	3	8	10
seventeen	2	9	17
aa aa	2	17	13
--18--	6	13	6
weiß	2	7	11
--18--	5	1	29
20-20-20	4	5	34
日本語	1	7	27
aa aa	5	7	25
AbCdEfGhkJkLmN	9	9	16
999	12	20	32
seventeen	1	7	5
yellow	7	9	15
yellow	1	11	11
999	4	18	7
999	5	18	27
bcde	10	2	1
seventeen	4	18	11
weiß	3	2	24
AbCdEfGhkJkLmN	2	15	25
AbCdJkLm	7	3	13
20-20-20	3	5	2
yellow	9	8	8
weiß	1	4	12
AbCdJkLm	8	11	16
z	1	17	30
10-10-10	1	1	18
bcde	1	13	3
red	3	3	12
yellow	3	1	41
yellow	2	5	19
AbCdJkLm	11	13	18
black	5	10	1
weiß	3	5	22
10-10-10	1	8	5
z	10	2	13
日本語	8	8	5
z	9	9	16
weiß	9	17	1
15_15	11	2	22
--18--	5	7	20
--18--	5	15	27
日本語	4	15	26
--18--	6	12	13
weiß	10	14	10
999	8	14	1
black	10	1	10
yellow	8	11	26
bcde	13	11	27
seventeen	1	10	11
yellow	2	12	24
red	5	1	7
20-20-20	6	5	4
weiß	4	2	24
weiß	7	8	16
AbCdEfGhkJkLmN	8	3	8
20-20-20	8	7	19
z	1	14	17
aa aa	9	17	22
z	5	5	4
aa aa	10	14	32
z	2	12	32
yellow	2	10	15
yellow	9	12	1
yellow	9	14	1
|xyz|	5	5	29
--18--	6	1	19
z	6	6	23
yellow	12	9	29
yellow	2	6	9
z	2	1	10
bcde	1	12	15
AbCdEfGhkJkLmN	4	6	15
z	4	9	13
--18--	1	8	16
20-20-20	5	1	17
weiß	3	9	20
grün	2	7	11
--18--	4	3	5
black	4	5	2
weiß	3	20	10
weiß	9	6	27
ABC_DEF	4	2	9
red	4	9	7
weiß	6	14	3
AbCdEfGhkJkLmN	2	5	1
grün	3	11	40
väri vihreä	10	7	27
weiß	3	5	13
999	3	2	6
väri vihreä	1	10	24
yellow	2	20	10
10-10-10	5	1	16
weiß	6	9	26
999	2	24	1
AbCdJkLm	8	9	6
seventeen	3	3	13
weiß	1	3	12
AbCdJkLm	3	4	22
weiß	5	3	12
weiß	4	3	39
seventeen	10	2	6
red	8	9	19
--18--	10	20	24
yellow	9	8	4
z	8	2	10
weiß	3	10	29
AbCdEfGhkJkLmN	7	9	19
seventeen	1	16	17
red	4	6	19
black	11	12	10
20-20-20	5	8	3
weiß	1	14	11
AbCdJkLm	8	4	23
seventeen	1	8	35
10-10-10	10	9	11
AbCdJkLm	6	24	12
yellow	7	21	6
10-10-10	12	1	20
日本語	6	3	18
--18--	3	2	4
weiß	13	18	19
AbCdEfGhkJkLmN	6	4	21
--18--	1	10	7
--18--	8	12	6
weiß	4	9	8
10-10-10	11	2	14
ABC_DEF	5	3	11
weiß	2	4	28
z	2	6	9
10-10-10	2	18	25
10-10-10	5	6	12
AbCdJkLm	6	3	26
aa aa	10	3	23
yellow	1	11	3
AbCdJkLm	7	5	12
10-10-10	5	2	38
ABC_DEF	9	16	33
AbCdJkLm	9	4	41
z	5	17	5
aa aa	1	3	42
z	3	16	9
10-10-10	9	7	36
AbCdJkLm	1	2	24
black	13	7	1
yellow	2	8	11
red	7	6	12
999	4	14	28
black	1	17	9
AbCdJkLm	3	4	34
black	1	6	7
yellow	6	2	18
10-10-10	6	5	29
black	2	4	30
bcde	1	10	13
red	1	15	29
z	1	11	24
10-10-10	5	14	25
